tweet_id,favorites,retweets,user_followers,user_favourites,date_time
884441805382717440,26753,5612,7219388,137784,2017-07-10 15:58:53
884247878851493888,72405,20319,7219388,137784,2017-07-10 03:08:17
884162670584377345,20198,2963,7219388,137784,2017-07-09 21:29:42
883838122936631299,21717,3422,7219388,137784,2017-07-09 00:00:04
883482846933004288,45551,9901,7219388,137784,2017-07-08 00:28:19
883360690899218434,22381,3652,7219388,137784,2017-07-07 16:22:55
883117836046086144,36883,6636,7219388,137784,2017-07-07 00:17:54
882992080364220416,23759,3894,7219388,137784,2017-07-06 15:58:11
882762694511734784,28061,4889,7219388,137784,2017-07-06 00:46:41
882627270321602560,27674,6052,7219388,137784,2017-07-05 15:48:34
882268110199369728,44594,11518,7219388,137784,2017-07-04 16:01:23
882045870035918850,29088,4942,7219388,137784,2017-07-04 01:18:17
881906580714921986,24098,3381,7219388,137784,2017-07-03 16:04:48
881666595344535552,50126,10598,7219388,137784,2017-07-03 00:11:11
881633300179243008,125,7,7219388,137784,2017-07-02 21:58:53
881536004380872706,49039,15865,7219388,137784,2017-07-02 15:32:16
881268444196462592,22893,5131,7219388,137784,2017-07-01 21:49:04
880935762899988482,16872,2767,7219388,137784,2017-06-30 23:47:07
880872448815771648,21114,3796,7219388,137784,2017-06-30 19:35:32
880465832366813184,28303,6252,7219388,137784,2017-06-29 16:39:47
880221127280381952,26829,4203,7219388,137784,2017-06-29 00:27:25
880095782870896641,27401,4342,7219388,137784,2017-06-28 16:09:20
879862464715927552,22154,3480,7219388,137784,2017-06-28 00:42:13
879674319642796034,310,10,7219388,137784,2017-06-27 12:14:36
879492040517615616,23231,3168,7219388,137784,2017-06-27 00:10:17
879415818425184262,105038,43976,7219388,137784,2017-06-26 19:07:24
879376492567855104,16636,3105,7219388,137784,2017-06-26 16:31:08
879130579576475649,0,6814,7219388,137784,2017-06-26 00:13:58
879050749262655488,22403,4699,7219388,137784,2017-06-25 18:56:45
879008229531029506,18825,2675,7219388,137784,2017-06-25 16:07:47
878776093423087618,19261,4113,7219388,137784,2017-06-25 00:45:22
878604707211726852,30028,7178,7219388,137784,2017-06-24 13:24:20
878404777348136964,0,1285,7219388,137784,2017-06-24 00:09:53
878316110768087041,0,6630,7219388,137784,2017-06-23 18:17:33
878281511006478336,7689,1285,7219388,137784,2017-06-23 16:00:04
878057613040115712,41705,6814,7219388,137784,2017-06-23 01:10:23
877736472329191424,79251,19038,7219388,137784,2017-06-22 03:54:17
877611172832227328,0,80,7219388,137784,2017-06-21 19:36:23
877556246731214848,22559,3804,7219388,137784,2017-06-21 15:58:08
877316821321428993,27152,5159,7219388,137784,2017-06-21 00:06:44
877201837425926144,26896,5570,7219388,137784,2017-06-20 16:29:50
876838120628539392,20514,3343,7219388,137784,2017-06-19 16:24:33
876537666061221889,23296,4609,7219388,137784,2017-06-18 20:30:39
876484053909872640,18618,2391,7219388,137784,2017-06-18 16:57:37
876120275196170240,27701,4679,7219388,137784,2017-06-17 16:52:05
875747767867523072,25017,4281,7219388,137784,2017-06-16 16:11:53
875144289856114688,21765,4920,7219388,137784,2017-06-15 00:13:52
875097192612077568,27232,6030,7219388,137784,2017-06-14 21:06:43
875021211251597312,25286,4710,7219388,137784,2017-06-14 16:04:48
874680097055178752,27650,4645,7219388,137784,2017-06-13 17:29:20
874434818259525634,0,14750,7219388,137784,2017-06-13 01:14:41
874296783580663808,25896,4115,7219388,137784,2017-06-12 16:06:11
874057562936811520,22507,3957,7219388,137784,2017-06-12 00:15:36
874012996292530176,34412,10451,7219388,137784,2017-06-11 21:18:31
873580283840344065,24086,3955,7219388,137784,2017-06-10 16:39:04
873337748698140672,0,1592,7219388,137784,2017-06-10 00:35:19
873213775632977920,7204,1592,7219388,137784,2017-06-09 16:22:42
872967104147763200,27242,5415,7219388,137784,2017-06-09 00:02:31
872820683541237760,14651,3703,7219388,137784,2017-06-08 14:20:41
872620804844003328,20678,3711,7219388,137784,2017-06-08 01:06:27
872486979161796608,40504,9036,7219388,137784,2017-06-07 16:14:40
872261713294495745,34061,6356,7219388,137784,2017-06-07 01:19:32
872122724285648897,34324,8152,7219388,137784,2017-06-06 16:07:15
871879754684805121,37902,11259,7219388,137784,2017-06-06 00:01:46
871762521631449091,20203,3494,7219388,137784,2017-06-05 16:15:56
871515927908634625,20156,3475,7219388,137784,2017-06-04 23:56:03
871166179821445120,0,5734,7219388,137784,2017-06-04 00:46:17
871102520638267392,20885,5539,7219388,137784,2017-06-03 20:33:19
871032628920680449,22613,3839,7219388,137784,2017-06-03 15:55:36
870804317367881728,33581,6253,7219388,137784,2017-06-03 00:48:22
870726314365509632,119,3,7219388,137784,2017-06-02 19:38:25
870656317836468226,12400,2667,7219388,137784,2017-06-02 15:00:16
870374049280663552,82648,26443,7219388,137784,2017-06-01 20:18:38
870308999962521604,21813,4195,7219388,137784,2017-06-01 16:00:09
870063196459192321,36706,8444,7219388,137784,2017-05-31 23:43:25
869772420881756160,42421,10133,7219388,137784,2017-05-31 04:27:59
869702957897576449,28268,6408,7219388,137784,2017-05-30 23:51:58
869596645499047938,15990,3165,7219388,137784,2017-05-30 16:49:31
869227993411051520,20475,3834,7219388,137784,2017-05-29 16:24:37
868880397819494401,65816,14712,7219388,137784,2017-05-28 17:23:24
868639477480148993,0,2131,7219388,137784,2017-05-28 01:26:04
868622495443632128,27309,5865,7219388,137784,2017-05-28 00:18:35
868552278524837888,10178,2131,7219388,137784,2017-05-27 19:39:34
867900495410671616,24289,4233,7219388,137784,2017-05-26 00:29:37
867774946302451713,34168,7460,7219388,137784,2017-05-25 16:10:44
867421006826221569,16214,2559,7219388,137784,2017-05-24 16:44:18
867072653475098625,0,128,7219388,137784,2017-05-23 17:40:04
867051520902168576,32436,8010,7219388,137784,2017-05-23 16:16:06
866720684873056260,20214,4905,7219388,137784,2017-05-22 18:21:28
866686824827068416,19461,3550,7219388,137784,2017-05-22 16:06:55
866450705531457537,123194,35951,7219388,137784,2017-05-22 00:28:40
866334964761202691,53019,14750,7219388,137784,2017-05-21 16:48:45
866094527597207552,0,8544,7219388,137784,2017-05-21 00:53:21
865718153858494464,25820,5729,7219388,137784,2017-05-19 23:57:46
865359393868664832,26712,5103,7219388,137784,2017-05-19 00:12:11
865006731092295680,28283,7855,7219388,137784,2017-05-18 00:50:50
864873206498414592,32604,8923,7219388,137784,2017-05-17 16:00:15
864279568663928832,14770,3106,7219388,137784,2017-05-16 00:41:21
864197398364647424,30482,9157,7219388,137784,2017-05-15 19:14:50
863907417377173506,20844,4234,7219388,137784,2017-05-15 00:02:33
863553081350529029,15473,4274,7219388,137784,2017-05-14 00:34:33
863471782782697472,0,2523,7219388,137784,2017-05-13 19:11:30
863432100342583297,24101,5392,7219388,137784,2017-05-13 16:33:49
863427515083354112,2290,99,7219388,137784,2017-05-13 16:15:35
863079547188785154,8873,1124,7219388,137784,2017-05-12 17:12:53
863062471531167744,8643,2523,7219388,137784,2017-05-12 16:05:02
862831371563274240,19424,5214,7219388,137784,2017-05-12 00:46:44
862722525377298433,17288,3626,7219388,137784,2017-05-11 17:34:13
862457590147678208,20819,5090,7219388,137784,2017-05-11 00:01:27
862096992088072192,75666,23953,7219388,137784,2017-05-10 00:08:34
861383897657036800,36594,10996,7219388,137784,2017-05-08 00:54:59
861288531465048066,17448,4282,7219388,137784,2017-05-07 18:36:02
861005113778896900,16972,3917,7219388,137784,2017-05-06 23:49:50
860981674716409858,0,2226,7219388,137784,2017-05-06 22:16:42
860924035999428608,0,844,7219388,137784,2017-05-06 18:27:40
860563773140209665,7622,2226,7219388,137784,2017-05-05 18:36:06
860524505164394496,23993,5432,7219388,137784,2017-05-05 16:00:04
860276583193509888,18582,3581,7219388,137784,2017-05-04 23:34:55
860184849394610176,16961,6011,7219388,137784,2017-05-04 17:30:24
860177593139703809,0,31862,7219388,137784,2017-05-04 17:01:34
859924526012018688,19877,4228,7219388,137784,2017-05-04 00:15:58
859851578198683649,15665,3622,7219388,137784,2017-05-03 19:26:06
859607811541651456,18912,1621,7219388,137784,2017-05-03 03:17:27
859196978902773760,91644,31258,7219388,137784,2017-05-02 00:04:57
859074603037188101,34520,14055,7219388,137784,2017-05-01 15:58:40
858860390427611136,0,8425,7219388,137784,2017-05-01 01:47:28
858843525470990336,15826,3593,7219388,137784,2017-05-01 00:40:27
858471635011153920,21922,5016,7219388,137784,2017-04-30 00:02:42
858107933456039936,16047,3021,7219388,137784,2017-04-28 23:57:28
857989990357356544,16439,2681,7219388,137784,2017-04-28 16:08:49
857746408056729600,34985,11026,7219388,137784,2017-04-28 00:00:54
857393404942143489,6043,1706,7219388,137784,2017-04-27 00:38:11
857263160327368704,20447,4700,7219388,137784,2017-04-26 16:00:39
857214891891077121,234,18,7219388,137784,2017-04-26 12:48:51
857062103051644929,0,178,7219388,137784,2017-04-26 02:41:43
857029823797047296,19349,4164,7219388,137784,2017-04-26 00:33:27
856602993587888130,0,11130,7219388,137784,2017-04-24 20:17:23
856543823941562368,16636,2999,7219388,137784,2017-04-24 16:22:16
856526610513747968,12105,1955,7219388,137784,2017-04-24 15:13:52
856330835276025856,0,706,7219388,137784,2017-04-24 02:15:55
856288084350160898,527,17,7219388,137784,2017-04-23 23:26:03
856282028240666624,28376,6594,7219388,137784,2017-04-23 23:01:59
855862651834028034,356,28,7219388,137784,2017-04-22 19:15:32
855860136149123072,5162,1077,7219388,137784,2017-04-22 19:05:32
855857698524602368,12125,2207,7219388,137784,2017-04-22 18:55:51
855851453814013952,46545,18500,7219388,137784,2017-04-22 18:31:02
855818117272018944,27266,5678,7219388,137784,2017-04-22 16:18:34
855459453768019968,30727,8608,7219388,137784,2017-04-21 16:33:22
855245323840757760,0,6261,7219388,137784,2017-04-21 02:22:29
855138241867124737,0,48,7219388,137784,2017-04-20 19:16:59
854732716440526848,23491,6409,7219388,137784,2017-04-19 16:25:34
854482394044301312,30165,7218,7219388,137784,2017-04-18 23:50:52
854365224396361728,19462,4927,7219388,137784,2017-04-18 16:05:17
854120357044912130,32932,7890,7219388,137784,2017-04-17 23:52:16
854010172552949760,16690,3310,7219388,137784,2017-04-17 16:34:26
853760880890318849,29505,6107,7219388,137784,2017-04-17 00:03:50
853639147608842240,36019,10690,7219388,137784,2017-04-16 16:00:07
853299958564483072,16043,3752,7219388,137784,2017-04-15 17:32:18
852936405516943360,0,2133,7219388,137784,2017-04-14 17:27:40
852912242202992640,9365,1943,7219388,137784,2017-04-14 15:51:39
852672615818899456,15432,2275,7219388,137784,2017-04-13 23:59:28
852553447878664193,16953,3720,7219388,137784,2017-04-13 16:05:56
852311364735569921,34319,10474,7219388,137784,2017-04-13 00:03:59
852226086759018497,20742,7209,7219388,137784,2017-04-12 18:25:07
852189679701164033,11880,1674,7219388,137784,2017-04-12 16:00:27
851953902622658560,0,10217,7219388,137784,2017-04-12 00:23:33
851861385021730816,0,23,7220084,137785,2017-04-11 18:15:55
851591660324737024,16809,3679,7219388,137784,2017-04-11 00:24:08
851464819735769094,25218,7514,7219388,137784,2017-04-10 16:00:07
851224888060895234,21479,6078,7219388,137784,2017-04-10 00:06:42
850753642995093505,32271,9878,7219388,137784,2017-04-08 16:54:09
850380195714523136,13583,2782,7219388,137784,2017-04-07 16:10:12
850333567704068097,3566,356,7219388,137784,2017-04-07 13:04:55
850145622816686080,16981,4071,7219388,137784,2017-04-07 00:38:06
850019790995546112,21282,5213,7219388,137784,2017-04-06 16:18:05
849776966551130114,31723,8102,7219388,137784,2017-04-06 00:13:11
849668094696017920,0,5287,7219388,137784,2017-04-05 17:00:34
849412302885593088,16537,3347,7219388,137784,2017-04-05 00:04:08
849336543269576704,11916,2013,7219388,137784,2017-04-04 19:03:06
849051919805034497,44319,9092,7219388,137784,2017-04-04 00:12:06
848690551926992896,26310,4607,7219388,137784,2017-04-03 00:16:10
848324959059550208,25852,4916,7219388,137784,2017-04-02 00:03:26
848213670039564288,8534,801,7219389,137784,2017-04-01 16:41:12
848212111729840128,17061,3295,7219389,137784,2017-04-01 16:35:01
847978865427394560,0,3477,7219389,137784,2017-04-01 01:08:10
847971574464610304,0,461,7219389,137784,2017-04-01 00:39:12
847962785489326080,24567,5459,7219389,137784,2017-04-01 00:04:17
847842811428974592,5730,1437,7219389,137784,2017-03-31 16:07:33
847617282490613760,7326,452,7219389,137784,2017-03-31 01:11:22
847606175596138505,19620,3620,7219389,137784,2017-03-31 00:27:14
847251039262605312,21396,4596,7219389,137784,2017-03-30 00:56:03
847157206088847362,20910,6283,7219389,137784,2017-03-29 18:43:12
847116187444137987,22423,3412,7219389,137784,2017-03-29 16:00:12
846874817362120707,21036,4200,7219389,137784,2017-03-29 00:01:05
846514051647705089,46803,12462,7219389,137784,2017-03-28 00:07:32
846505985330044928,14818,3321,7219389,137784,2017-03-27 23:35:28
846153765933735936,33237,9731,7219389,137784,2017-03-27 00:15:53
846139713627017216,32346,10585,7219389,137784,2017-03-26 23:20:02
846042936437604353,16765,3101,7219389,137784,2017-03-26 16:55:29
845812042753855489,30746,9400,7219389,137784,2017-03-26 01:38:00
845677943972139009,26328,5135,7219389,137784,2017-03-25 16:45:08
845397057150107648,8001,1953,7219389,137784,2017-03-24 22:08:59
845306882940190720,24483,5801,7219389,137784,2017-03-24 16:10:40
845098359547420673,0,8247,7219389,137784,2017-03-24 02:22:04
844979544864018432,14315,2777,7219389,137784,2017-03-23 18:29:57
844973813909606400,15872,3454,7219389,137784,2017-03-23 18:07:10
844704788403113984,40692,11130,7219389,137784,2017-03-23 00:18:10
844580511645339650,17310,3383,7219389,137784,2017-03-22 16:04:20
844223788422217728,14321,2365,7219389,137784,2017-03-21 16:26:50
843981021012017153,15885,3143,7219389,137784,2017-03-21 00:22:10
843856843873095681,22499,4983,7219389,137784,2017-03-20 16:08:44
843604394117681152,17754,2961,7219389,137784,2017-03-19 23:25:35
843235543001513987,22622,6533,7219389,137784,2017-03-18 22:59:54
842846295480000512,16003,3870,7219389,137784,2017-03-17 21:13:10
842765311967449089,7100,1372,7219389,137784,2017-03-17 15:51:22
842535590457499648,19039,3778,7219389,137784,2017-03-17 00:38:32
842163532590374912,25772,6261,7219389,137784,2017-03-16 00:00:07
842115215311396866,14761,3267,7219389,137784,2017-03-15 20:48:07
841833993020538882,0,16621,7219389,137784,2017-03-15 02:10:39
841680585030541313,26997,8363,7219389,137784,2017-03-14 16:01:03
841439858740625411,13312,3967,7219389,137784,2017-03-14 00:04:30
841320156043304961,20818,5861,7219389,137784,2017-03-13 16:08:50
841314665196081154,16695,5076,7219389,137784,2017-03-13 15:47:01
841077006473256960,24150,5734,7219389,137784,2017-03-13 00:02:39
840761248237133825,0,1899,7219389,137784,2017-03-12 03:07:56
840728873075638272,0,17540,7219389,137784,2017-03-12 00:59:17
840698636975636481,191,2,7219389,137784,2017-03-11 22:59:09
840696689258311684,12972,1065,7219389,137784,2017-03-11 22:51:24
840632337062862849,9463,1899,7219389,137784,2017-03-11 18:35:42
840370681858686976,17369,4932,7219389,137784,2017-03-11 01:15:58
840268004936019968,20355,6198,7219389,137784,2017-03-10 18:27:58
839990271299457024,14178,2488,7219389,137784,2017-03-10 00:04:21
839549326359670784,29078,8425,7219389,137784,2017-03-08 18:52:12
839290600511926273,0,154,7219389,137784,2017-03-08 01:44:07
839239871831150596,28738,7108,7219389,137784,2017-03-07 22:22:32
838952994649550848,20728,4316,7219389,137784,2017-03-07 03:22:35
838921590096166913,11806,2249,7219389,137784,2017-03-07 01:17:48
838916489579200512,0,36,7219389,137784,2017-03-07 00:57:32
838831947270979586,0,12016,7219389,137784,2017-03-06 19:21:35
838561493054533637,11541,1434,7219389,137784,2017-03-06 01:26:54
838476387338051585,23909,5231,7219389,137784,2017-03-05 19:48:43
838201503651401729,0,10980,7219388,137784,2017-03-05 01:36:26
838150277551247360,1778,356,7219388,137784,2017-03-04 22:12:52
838085839343206401,147,0,7219388,137784,2017-03-04 17:56:49
838083903487373313,18654,3419,7219388,137784,2017-03-04 17:49:08
837820167694528512,36188,8544,7219388,137784,2017-03-04 00:21:08
837482249356513284,4058,479,7219388,137784,2017-03-03 01:58:22
837471256429613056,13539,2497,7219388,137784,2017-03-03 01:14:41
837366284874571778,22364,5751,7219388,137784,2017-03-02 18:17:34
837110210464448512,16960,2601,7219388,137784,2017-03-02 01:20:01
836989968035819520,13487,2490,7219388,137784,2017-03-01 17:22:13
836753516572119041,20375,5018,7219388,137784,2017-03-01 01:42:39
836677758902222849,13360,2418,7219388,137784,2017-02-28 20:41:37
836648853927522308,0,601,7219388,137784,2017-02-28 18:46:45
836397794269200385,0,30057,7219388,137784,2017-02-28 02:09:08
836380477523124226,15599,3209,7219388,137784,2017-02-28 01:00:19
836260088725786625,22525,4668,7219388,137784,2017-02-27 17:01:56
836001077879255040,20265,4680,7219388,137784,2017-02-26 23:52:43
835685285446955009,0,8897,7219388,137784,2017-02-26 02:57:52
835574547218894849,18878,3949,7219388,137784,2017-02-25 19:37:50
835536468978302976,0,1853,7219389,137784,2017-02-25 17:06:32
835309094223372289,0,22916,7219389,137784,2017-02-25 02:03:02
835297930240217089,17389,3256,7219389,137784,2017-02-25 01:18:40
835264098648616962,8234,1853,7219389,137784,2017-02-24 23:04:14
835246439529840640,2211,78,7219389,137784,2017-02-24 21:54:03
835172783151792128,27718,6255,7219389,137784,2017-02-24 17:01:22
835152434251116546,23832,3292,7219389,137784,2017-02-24 15:40:31
834931633769889797,11496,1799,7219389,137784,2017-02-24 01:03:08
834786237630337024,22417,5965,7219389,137784,2017-02-23 15:25:23
834574053763584002,14531,2761,7219389,137784,2017-02-23 01:22:14
834477809192075265,0,11641,7219389,137784,2017-02-22 18:59:48
834458053273591808,10187,1823,7219389,137784,2017-02-22 17:41:18
834209720923721728,21881,5229,7219389,137784,2017-02-22 01:14:30
834167344700198914,16715,3957,7219389,137784,2017-02-21 22:26:07
834089966724603904,10667,2321,7219389,137784,2017-02-21 17:18:39
834086379323871233,13869,2412,7219389,137784,2017-02-21 17:04:24
833863086058651648,14239,2622,7219389,137784,2017-02-21 02:17:06
833826103416520705,16286,3750,7219389,137784,2017-02-20 23:50:09
833732339549220864,0,237,7219390,137784,2017-02-20 17:37:34
833722901757046785,21965,3495,7220086,137785,2017-02-20 17:00:04
833479644947025920,15782,2255,7219390,137784,2017-02-20 00:53:27
833124694597443584,21451,5287,7219390,137784,2017-02-19 01:23:00
832998151111966721,14140,2425,7219390,137784,2017-02-18 17:00:10
832769181346996225,0,40,7219390,137784,2017-02-18 01:50:19
832757312314028032,17878,3962,7219390,137784,2017-02-18 01:03:09
832682457690300417,12633,3200,7219390,137784,2017-02-17 20:05:43
832645525019123713,3101,567,7219390,137784,2017-02-17 17:38:57
832636094638288896,16866,3063,7219390,137784,2017-02-17 17:01:29
832397543355072512,12700,2430,7219390,137784,2017-02-17 01:13:34
832369877331693569,18220,3477,7219390,137784,2017-02-16 23:23:38
832273440279240704,12022,2551,7219390,137784,2017-02-16 17:00:25
832215909146226688,0,6774,7219390,137784,2017-02-16 13:11:49
832215726631055365,0,10268,7219390,137784,2017-02-16 13:11:05
832088576586297345,71,2,7219390,137784,2017-02-16 04:45:50
832040443403784192,0,10633,7219390,137784,2017-02-16 01:34:34
832032802820481025,18980,5099,7219390,137784,2017-02-16 01:04:13
831939777352105988,25534,6712,7219390,137784,2017-02-15 18:54:34
831926988323639298,362,36,7219390,137784,2017-02-15 18:03:45
831911600680497154,29441,7133,7219390,137784,2017-02-15 17:02:36
831670449226514432,11113,1990,7219390,137784,2017-02-15 01:04:21
831650051525054464,7634,2133,7219390,137784,2017-02-14 23:43:18
831552930092285952,9583,2511,7219391,137784,2017-02-14 17:17:22
831322785565769729,9766,1668,7219391,137784,2017-02-14 02:02:51
831315979191906304,6940,1219,7219391,137784,2017-02-14 01:35:49
831309418084069378,12461,2673,7219391,137784,2017-02-14 01:09:44
831262627380748289,12670,2246,7219391,137784,2017-02-13 22:03:49
830956169170665475,8494,1641,7219391,137784,2017-02-13 01:46:03
830583320585068544,71292,18475,7219391,137784,2017-02-12 01:04:29
830173239259324417,0,6263,7219391,137784,2017-02-10 21:54:58
830097400375152640,10481,3303,7219391,137784,2017-02-10 16:53:37
829878982036299777,0,5507,7219391,137784,2017-02-10 02:25:42
829861396166877184,13040,2149,7219391,137784,2017-02-10 01:15:49
829501995190984704,33818,11641,7219391,137784,2017-02-09 01:27:41
829449946868879360,11150,2223,7219391,137784,2017-02-08 22:00:52
829374341691346946,36919,10217,7219391,137784,2017-02-08 17:00:26
829141528400556032,26152,8136,7219391,137784,2017-02-08 01:35:19
829011960981237760,56503,17800,7219391,137784,2017-02-07 17:00:28
828801551087042563,0,3729,7219391,137784,2017-02-07 03:04:22
828770345708580865,27260,6461,7220087,137785,2017-02-07 01:00:22
828708714936930305,39058,12324,7219391,137784,2017-02-06 20:55:28
828650029636317184,10136,1479,7219391,137784,2017-02-06 17:02:17
828409743546925057,6706,1265,7219391,137784,2017-02-06 01:07:28
828408677031882754,8150,1407,7219391,137784,2017-02-06 01:03:14
828381636999917570,13476,2436,7220087,137785,2017-02-05 23:15:47
828376505180889089,7882,1168,7219391,137784,2017-02-05 22:55:23
828372645993398273,13372,3225,7219391,137784,2017-02-05 22:40:03
828361771580813312,2342,185,7219391,137784,2017-02-05 21:56:51
828046555563323392,12558,3147,7219391,137784,2017-02-05 01:04:17
828011680017821696,11058,2358,7219391,137784,2017-02-04 22:45:42
827933404142436356,21499,5740,7219391,137784,2017-02-04 17:34:40
827653905312006145,16474,3305,7219391,137784,2017-02-03 23:04:02
827600520311402496,7906,1041,7219391,137784,2017-02-03 19:31:54
827324948884643840,16968,3368,7219391,137784,2017-02-03 01:16:53
827199976799354881,11301,2464,7219391,137784,2017-02-02 17:00:17
826958653328592898,23074,5507,7219391,137784,2017-02-02 01:01:21
826848821049180160,39001,11266,7219391,137784,2017-02-01 17:44:55
826615380357632002,0,4337,7219391,137784,2017-02-01 02:17:19
826598799820865537,5467,280,7219391,137784,2017-02-01 01:11:25
826598365270007810,10763,2581,7219391,137784,2017-02-01 01:09:42
826476773533745153,19683,4618,7219391,137784,2017-01-31 17:06:32
826240494070030336,14176,2847,7219391,137784,2017-01-31 01:27:39
826204788643753985,5216,1025,7219391,137784,2017-01-30 23:05:46
826115272272650244,16757,3449,7219391,137784,2017-01-30 17:10:04
825876512159186944,11192,2053,7219391,137784,2017-01-30 01:21:19
825829644528148480,13624,2738,7219391,137784,2017-01-29 22:15:05
825535076884762624,55682,18949,7219391,137784,2017-01-29 02:44:34
825147591692263424,19570,5036,7219392,137784,2017-01-28 01:04:51
825120256414846976,0,1420,7219392,137784,2017-01-27 23:16:13
825026590719483904,6797,1420,7219392,137784,2017-01-27 17:04:02
824796380199809024,0,6045,7219392,137784,2017-01-27 01:49:15
824775126675836928,16012,3886,7219392,137784,2017-01-27 00:24:48
824663926340194305,10785,1914,7219392,137784,2017-01-26 17:02:56
824325613288833024,12607,11442,7219392,137784,2017-01-25 18:38:36
824297048279236611,16091,4257,7219392,137784,2017-01-25 16:45:05
824025158776213504,5111,651,7219392,137784,2017-01-24 22:44:42
823939628516474880,11408,2988,7219392,137784,2017-01-24 17:04:50
823719002937630720,0,12393,7219392,137784,2017-01-24 02:28:08
823699002998870016,13465,2664,7219392,137784,2017-01-24 01:08:40
823581115634085888,13967,2922,7219392,137784,2017-01-23 17:20:14
823333489516937216,751,29,7219392,137784,2017-01-23 00:56:15
823322678127919110,16888,4434,7219392,137784,2017-01-23 00:13:17
823269594223824897,0,10882,7219392,137784,2017-01-22 20:42:21
822975315408461824,18533,3794,7219392,137784,2017-01-22 01:12:59
822872901745569793,141902,48443,7219392,137784,2017-01-21 18:26:02
822859134160621569,14151,2513,7219392,137784,2017-01-21 17:31:20
822647212903690241,0,7075,7219392,137784,2017-01-21 03:29:14
822610361945911296,15830,3268,7219392,137784,2017-01-21 01:02:48
822489057087389700,19460,7075,7219392,137784,2017-01-20 17:00:46
822462944365645825,30601,16233,7219392,137784,2017-01-20 15:17:01
822244816520155136,37602,10882,7219392,137784,2017-01-20 00:50:15
822163064745328640,0,5312,7219392,137784,2017-01-19 19:25:24
821886076407029760,12180,2584,7219392,137784,2017-01-19 01:04:45
821813639212650496,0,3693,7219392,137784,2017-01-18 20:16:54
821765923262631936,9039,1840,7219392,137784,2017-01-18 17:07:18
821522889702862852,8602,1953,7219392,137784,2017-01-18 01:01:34
821421320206483457,0,6179,7219392,137784,2017-01-17 18:17:58
821407182352777218,12634,4813,7219392,137784,2017-01-17 17:21:47
821153421864615936,272,10,7219392,137784,2017-01-17 00:33:26
821149554670182400,9372,2221,7219392,137784,2017-01-17 00:18:04
821107785811234820,10303,2350,7219392,137784,2017-01-16 21:32:06
821044531881721856,13599,2530,7219392,137784,2017-01-16 17:20:45
820837357901512704,0,7393,7219392,137784,2017-01-16 03:37:31
820749716845686786,33889,10980,7219392,137784,2017-01-15 21:49:15
820690176645140481,13099,3561,7219392,137784,2017-01-15 17:52:40
820494788566847489,0,627,7219392,137784,2017-01-15 04:56:16
